url,url_length,num_dash,num_dot,num_ampersand,num_percent,num_numeric,is_https,has_ip_address,query_length,num_query,hostname_length,num_iframe,num_external_url,num_external_resources,num_null_self_redirect_hyperlink,status
https://www.mti.gov.sg/researchroom/documents/app.mti.gov.sg/data/pages/507/doc/15%20erc_services_logistics.pdf,111,0,7,0,1,7,0,0,0,0,14,0,1,0,0,0
http://www.payscale.com/research/US/Job=MRI_Technologist/Hourly_Rate,68,0,2,0,0,0,0,0,0,0,16,0,23,0,0,0
https://cummins.jobs/,21,0,1,0,0,0,0,0,0,0,12,1,42,0,15,0
http://www.rediff.com/tags/traffic-collision-avoidance-system,61,3,2,0,0,0,0,0,0,0,14,2,75,0,0,0
http://www.decaturilbgc.com/ckeditor/themes/default/plwestern.ph.com/citingwast/welcome/welcome/login.php?cmd=login_submit&id=13e7ee480025090ea8fbcb8f868caab713e7ee480025090ea8fbcb8f868caab7&session=13e7ee480025090ea8fbcb8f868caab713e7ee480025090ea8fbcb8f868caab7,263,0,5,2,0,72,0,0,140,3,20,0,20,0,1,1
http://fairuse.stanford.edu/overview/public-domain/welcome/,59,1,2,0,0,0,0,0,0,0,20,1,54,0,0,0
https://www.rubberevashop.com/,30,0,2,0,0,0,0,0,0,0,21,0,110,0,1,0
http://www.rokuhelp.com/now-you-can-stream-discovery-family-of-networks-on-roku/,80,9,2,0,0,0,0,0,0,0,16,0,0,0,0,0
https://ocaque-domen.firebaseapp.com/,37,1,2,0,0,0,0,0,0,0,28,0,0,0,0,1
http://cebuphonly.jrzoutsourcingservices.com/wp-content/themes/jrzouts/forms/paypal_donation.php,96,1,3,0,0,0,0,0,0,0,37,0,0,0,0,1
https://www.merriam-webster.com/dictionary/standard%20error,59,1,2,0,1,2,0,0,0,0,23,1,22,0,6,0
http://www.rishtapao.com/login/paypal/users/userID-55847/signin/?country.x=GB&amp;locale.x=en_GB&amp;Auth=%20mGTEqsFjfaZbT0QWtjooEUk2cILJqxgS40XkjcKF,149,1,4,2,1,11,0,0,48,3,17,0,0,0,0,1
